location,date,text,polarity,subjectivity
Arizona,2020-02-17,This is sad Tom Brady has a huge platform amp is bringing the rising numbers of suicides to light many due to Covid He s right He wasn t trying to say there s more than Covid deaths Tom Brady s COVID 19 suicide death toll claim debunked by PolitiFact and I hope ALL states follow this plan Three Western states join California s plan to independently review any COVID 19 vaccine before public distribution Whatever happened to Tamiflu When we were hit by H1N1 the last coronavirus it helped diminish the symptoms some severe enough to kill people greatly I know this strain is much stronger but I m confused about why Tamiflu isn t prescribed to help control the level of symptoms,0.13738095238095244,0.4612698412698412
Arizona,2020-02-24,You mean his super spreader events,0.010416666666666657,0.6770833333333333
Arizona,2020-03-07,TrumpStranded Way to give hypothermia to the elderly during a global pandemic Donald,0.0,0.0
Arizona,2020-03-15,Consider attending this event where organizers and experts will discuss the issues of poverty and health inequity during the pandemic,0.0,0.0
Arizona,2020-03-17,Covid 19 is not an issue if looters are getting bread Look at the death rate when you calculate the numbers This is not a pandemic,0.0,0.0
Arizona,2020-03-18,Two thirds of Latino voters think Covid 19 is biggest threat to US That s bad news for Trump Russia issues national mask mandate as COVID 19 cases rise but not US Business Insider Reckless and false Doctors blast baseless Trump conspiracy theory that hospitals are inflating COVID 19 deaths via Op Ed Time to prepare for an even more deadly pandemic Two thirds of Latino voters think Covid 19 is biggest threat to US That s bad news for Trump Op Ed Time to prepare for an even more deadly pandemic White House Praises Trump for Ending COVID Pandemic Fauci Says Finish Not Even Close Two thirds of Latino voters think Covid 19 is biggest threat to US That s bad news for Trump James Carville Responds to Critics of Virtual Biden Campaign,-0.21111111111111105,0.4888888888888888
Arizona,2020-03-27,They are though they believe that light skin is royalty and that dark skinned people deserve to work in the fields Pasted that though they tend to treat dark skinned people worser and also will blame any Minority group on a wimp for the dumbest thing like covid 19 Nursing homes have been at the forefront of the pandemic struggling to care for their vulnerable patients and protect their staff,-0.1,0.5
Arizona,2020-03-29,People are getting crazier It s called the end of ages You know the end of the world as you can see it happening little at a time COVID 19 fires climate change people killing people weird presidents Etc,-0.34375,0.75
Arizona,2020-04-05,Inside of Maricopa County nearly 4 5M people his favorability rating would probably fall somewhere just below coronavirus Outside of Maricopa and maybe Tucson amp Flagstaff he would be welcomed as a hero by the local inbreds because He s that feller I seen on Hannity,0.03333333333333333,0.15
Arizona,2020-04-10,Iam sure they were all wearing masks otherwise,0.5,0.8888888888888888
Arizona,2020-04-11,Really makes you wonder Southern hemisphere has record low flu cases amid Covid lockdowns Society The Guardians Yea wtf is bruh trying to say obviously it s up Everything is up Because early voting is increased during a pandemic The percentage is down 3 Obviously it s increased because there s more early voting during the pandemic,0.024444444444444442,0.38888888888888884
Arizona,2020-04-13,COVID 19 waivers improved Medicare Advantage telehealth access More than nine in 10 seniors who took advantage of the improved Medicare and Medicare Advantage telehealth access plan reported a positive experience Read more by visiting Medicare,0.4090909090909091,0.5151515151515151
Arizona,2020-04-15,started off very well renewal came and during pandemic when most of us didn t drive as we used to before the COVID almost doubled their rates for no based reasons business over people s interests Inflate rates during Pandemic Are you out of your mind Totally reckless of the Republican Party during a pandemic But good luck some of you won t make it,0.35,0.5375000000000001
Arizona,2020-04-16,You realize that s a map of the unchecked COVID 19 pandemic Trump has decided not to contain right There d be a lot fewer Trump supporters if schools did their job right You realize that s a map of the unchecked COVID 19 pandemic Trump has decided not to contain right There d be a lot fewer Trump supporters if schools did their job right We are in the middle of a pandemic y all Mask up face down ass up titties out,0.16455026455026453,0.40529100529100526
Arizona,2020-04-17,I saw a Registered Nurse who said she was voting for Trump Immediately I assumed she was a white supremacist or mentally challenged What professional medical employee could possibly think Donald Trump deserves to be reelected Trump allowed a Pandemic to devastate our country,0.0,0.26
Arizona,2020-04-21,Well I have come to the conclusion that we are all going to die no help from senators a worthless president millions out of work and being evicted and senate left the building again in the middle of a pandemic without providing help to Americans,-0.26666666666666666,0.3
Arizona,2020-04-28,Great share and good on you Elizabeth It is critical now more than ever to get your flu shot to protect yourselves and those around you As you mentioned hospitals need the room for COVID 19 patients,0.5,0.6625000000000001
Arizona,2020-04-30,Elderly people with hypothermia rushed to the ERs that are already overflowing with COVID 19 patients Par for the course there Donny Way to make America great again,0.8,0.75
Arizona,2020-05-07,What are the implications of FFCRA on your practice Listen to this week s episode as Gary sits down with HR expert to discuss the role of HR in the post covid world as well as the implications of FFCRA on dental practices LINK podcast HR and COVID 19 What Dentists NEED to Know with Ali Oromchian I love Mayor Regina Romero She s the best mayor Tucson has ever had I trust her in this Pandemic,0.4481481481481482,0.3962962962962963
Arizona,2020-05-25,To Republicans repealing section 230 is more important than passing COVID 19 relief bills Now if only god could ve saved the rest of the religious folks Oh yeah like the virus will magically disappear or we re gonna go from 15 cases to zero soon Of course he never lies worst part is that he got COVID himself smh Looks like Russia is still fighting the hoax What happened to the vaccine they supposedly created lol russia coronavirus COVID19 Thanks opioid pandemic When are we as Americans going to tackle this issue sad,0.09999999999999999,0.7388888888888889
Arizona,2020-06-01,COVID19 Nice article Hope some of your believers read it The country needs moderation not your click bait fear mongering The Impersonator Eric Feigl Ding COVID 19 and an implicit far left agenda The Dossier Under your leadership millions have lost their jobs amp homes Under you leadership millions have lost healthcare Under your leadership over 200 000 people have lost their lives amp millions infected with Coronavirus So don t talk about being a leader because you re not This is where we are in 4 years of Trump I blame him and every Republican who kisses his ass for Coronavirus amp I ll never forgive them for this VoteThemOut VOTE VoteBlueDownTheBallot VoteBidenHarris YOU WANNA YELL NOW WE CAN YELL LET S YELL ABOUT THE PANDEMIC RESPONSE TEAM THAT PREVENTED PANDEMICS THAT YOU DISBANDED LET S TALK ABOUT YOU IGNORING THE EXPERTS TO MAKE A BUCK YEAH WE VE GOT THE RECEIPTS IT DOESN T STOP THERE THERE S MORE,0.3,0.625
Arizona,2020-06-02,The people who live at Anza park care for each other Tucson Police harassed and intimidated them cited them arrested them seized their pets and essential belongings and displaced them in the midst of a deadly pandemic This is overt violence and must be condemned Yet Trump says our pandemic is over,-0.047159090909090914,0.39375000000000004
Arizona,2020-06-05,I m holding out for the mask that they attach a gas powered leaf blower to which will blow all the coronavirus particles away from you and hopefully towards all those non face maskers who are walking around enjoying all the oxygen hey just a reminder that we are still in a pandemic and if you are partying still refuse to wear a mask when appropriate u are a weak human being be decent,0.15833333333333333,0.49833333333333335
Arizona,2020-06-06,Recent studies illustrate a drop in COVID 19 death rates NPR has the details,0.0,0.25
Arizona,2020-06-14,Exactly and this why the pandemic keeps growing Totally understand he wanted to celebrate with his team but to potentially spread this to others who could spread this to the elderly or immune compromised and kill them is irresponsible,0.08333333333333333,0.6666666666666666
Arizona,2020-06-15,This is World War C scenery Covid 19 is winning big and the MAGA crowd is brain dead Trump puts ego before conscience What s new They never have comments or details not while lying during COVID 19 not for police funding should I go on I mean she wouldn t even debate last week and not one news station covered that story Donald Trump FAILED BADLY with the Coronavirus Epidemic He knows nothing All talk and no action From the 2020 PHX Mayoral Debate s asks if I would consider providing funds to undocumented immigrants in another pandemic Full video at CarmonaForMayor CriscoKiddForMayor WriteInCarmona PHXDebate2020 KateWontDebate The I don t know President America is lost in I don t know policies that we don t need The Economy is vanishing Pandemic is killing us divided we are Police taking political stance GOP transformed into Trump Party amp American is turned back to Nacirema culture Know now,-0.05970279720279719,0.32118298368298365
Arizona,2020-06-16,I believe the true motive behind this recall effort is to distract voters from the real issues at hand I am not a fan of Romero but In the middle of a life threatening pandemic a contentious election and regular destructive street protests this action irresponsible,-0.049999999999999996,0.34670329670329675
Arizona,2020-06-17,This South Park Pandemic Special is fucking ridiculous Police are teachers because they got defunded lmao,0.20793650793650795,0.8571428571428571
Arizona,2020-06-20,The U S reported a record of more than 500 000 cases this past week as the coronavirus raged across the country especially the American heartland TrumpVirus TrumpLied225KDied The U S reported a record of more than 500 000 cases this past week as the coronavirus raged across the country especially the American heartland TrumpVirus TrumpLied225KDied,0.0625,0.4375
Arizona,2020-06-22,Huge blow to local economy Tucson Gem amp Mineral Show canceled for 2021 Yosef is a trash father for leaving his kid during a pandemic to be on a dating show Then when on said dating show he shows the nation how he likes to talk down to women Great job Yosef great job What a roll model Talk about classless At least all of US know who you are,0.2574074074074074,0.5148148148148148
Arizona,2020-06-29,Homelessness was increasing in Maricopa County even before the COVID 19 pandemic hit according to a new report Full story here Homelessness was increasing in Maricopa County even before the COVID 19 pandemic hit according to a new report Full story here,0.24318181818181817,0.5022727272727273
Arizona,2020-07-01,I love baseball and am enjoying But I am totally disgusted with all of the spitting Especially during a pandemic is it really necessary,0.0,0.8400000000000001
Arizona,2020-07-04,TrumpLostOurJobs he didn t add as many jobs pre pandemic as Obama did and now that he s botched the pandemic response he s net lost jobs during his administration First President since Hoover to lose jobs over his term,0.25,0.27777777777777773
Arizona,2020-07-08,phil DJT Tax Fraud Sexual Assault Rape on Children Women Refused to pay Workers Deliberately sickening murdering thousands w COVID 19 Discriminating vs Black tenants Incarcerating Children including Infants Christian supremacism White supremacism Everyday DISINFORMATION,-0.12777777777777777,0.4777777777777778
Arizona,2020-07-11,PragerU wants you to get Coronavirus on Thanksgiving Day,0.2,0.1
Arizona,2020-07-14,Forever tainted by COVID 19 Retired and with nothing better to do during a pandemic I guess it s not everyone s definition of fun,0.4,0.35
Arizona,2020-07-18,United Parcel Service UPS delivers third quarter earnings well above analysts forecasts as the pandemic continues to drive demand for package deliveries The company posted adjusted net income of 1 96 billion or 2 24 a share vs adjusted income of 33 million,0.0,0.03333333333333333
Arizona,2020-07-20,This is a disturbing image during a pandemic,-0.5,0.8
Arizona,2020-07-23,The Dodgers Justin Turner tested positive for COVID 19 during the game last night And then he runs out on the field to celebrate with his teammates Justin Turner should be suspended for the first 20 games of next season for putting his teammates in danger,0.015454545454545448,0.2690909090909091
Arizona,2020-07-30,Are masks perfect no But they do help prevent spread just like washing hands and social distancing Great study from Kansas Some counties mandated masks and others didn t Masks help slow spread Trump whining covid covid covid denies the realistic and deadly nature of the pandemic,0.25000000000000006,0.4916666666666667
Arizona,2020-08-09,The best representation of outrage addiction and cancel culture CancelCulture outrage coronavirus comedy podcast,1.0,0.3
Arizona,2020-08-18,Valleywise President CEO Steve Purves along with Dr Frank LoVecchio and Karen Garcia RN both with District Medical Group implored the public to resist COVID 19 fatigue to protect front line workers This video played during the Facebook press event,0.0,0.03333333333333333
Arizona,2020-08-24,Are you going to announce the COVID 19 pandemic is over Are you going to announce the COVID 19 pandemic is over,0.0,0.0
Arizona,2020-08-25,Obama Trump turned White House into coronavirus hot zone,0.125,0.42500000000000004
Arizona,2020-08-28,Sad some people don t like hearing the truth Why don t you ask all those people that we re stranded or still in the hospital Hopefully they aren t infected with COVID 19 that ICU bill is criminal And you being from Atlanta says a lot about you and not wanting the truth SMH,-0.45,0.775
Arizona,2020-08-31,We are not defenseless against COVID 19 said CDC Director Dr Robert R Redfield Cloth face coverings are one of the most powerful weapons we have to slow and stop the spread of the virus particularly when used universally within a community setting Fact,0.14444444444444443,0.5055555555555555
Arizona,2020-09-02,Libtards always say Its my body my decision to abort Well then when it comes to Covid 19 amp face masks its my body my decision to wear one,0.0,0.0
Arizona,2020-09-04,It sounds like Mark is using Hugh to try to shore up his position after this piece Oh Dear Mark once you bit the skids with Trump you re over It is fun to watch tho,0.3,0.2
Arizona,2020-09-05,There is no Flexspa near LAX the only FlexSpa that I know of is on Melrose Ave and it can be hot but the LA bathouses are still closed due to Covid 19,0.024999999999999994,0.545
Arizona,2020-09-07,This shouldn t surprise anyone once the White House started having all the COVID 19 data sent directly to them and took the CDC ou of the loop They would make the numbers say what they wanted,0.05,0.2
Arizona,2020-09-09,The pandemic has taught us the need for self reliance Learn a skill that will keep income flowing if you lose your job or business is slow Clifford Vance Cast of Delta Trading Group can show you how to get your cut of the action Sign up for free now,0.06666666666666667,0.43333333333333335
Arizona,2020-09-10,I Passed the BARBICIDE Certification Exam,0.0,0.0
Arizona,2020-09-16,Army general Military troops won t be on the streets distributing coronavirus vaccines when they are ready U S Stripes,0.05000000000000001,0.3666666666666667
Arizona,2020-09-23,14 Lol easiest road to a championship the short season COVID 19 way lol congrats for the easiest and short championship seasons and for stacking your teams like does to win his championships,0.4800000000000001,0.48
Arizona,2020-09-27,Many workers battle depressive symptoms amid pandemic but few seek professional help study The Kingdom Guard,0.13333333333333333,0.2333333333333333
Arizona,2020-09-28,Let s be real we ve had over a quarter of a million people died in this country alone from covid 19 One of the most progressed rich amp developed countries in the world This can only happen because of lack of leadership and governance The orange tosser doesn t give a rat s ass,0.23500000000000001,0.5700000000000001
Arizona,2020-09-29,Who is so careless that they got the coronavirus and then gave it to everybody else in the White House that was you,-0.25,0.45
Arizona,2020-10-01,Aurora health officials urge diligence against COVID 19 Kushner calling medical experts over confident idiots That s the cost having Trump amp his cronies in power America right now lost 227 109 human lives and 8 812 318 cases of Covid staggering Responsible government acting on science,0.02653061224489795,0.40272108843537413
Arizona,2020-10-04,Economic recovery will be unpredictable and uneven RBA warns as it models 50pc property price fall,-0.05555555555555555,0.4666666666666666
Arizona,2020-10-06,We will never forget how the government treated us during this pandemic We shall vote their asses out one by one MSC PURPLEPOWERCHECK,0.0,0.0
Arizona,2020-10-09,Faulconer We re going to be dealing with this pandemic for a very long time because of people who pretend nothing is happening,-0.065,0.52
Arizona,2020-10-10,Yet here in AZ is non existent as far as leadership on the COVID 19 hiding in a basement somewhere leaving the inmates to run the asylum Markets keep going this way Dow down almost 2000 in last three days I may wish for COVID 19 to win the race NOT We need leadership to help guide us out of this mess is not what we need VOTE State leaders in Arizona have quietly changed school metrics as COVID 19 cases rise Pence probably had it anyway during his debate with Harris remember the red eye He is probably the spreader to his close aides and staff Wonder if research would find that flys are attracted to COVID 19 VoteThemOut DrainTheGOPSwamp Pence How many of those 140 000 new jobs came about from the 220 000 dead from your administration s mishandling of COVID 19 BTW thanks for the 900 point market drop the last 2 days due to your great leadership DrainTheGOPSwamp,0.13434343434343435,0.3578643578643579
Arizona,2020-10-12,Sadly this was happening long before the coronavirus,-0.275,0.7
Arizona,2020-10-16,I think Trump is guilty of negligent homicide for the rally and his disinformation about COVID 19 He needs to be sued,-0.5,1.0
Arizona,2020-10-23,Very interesting I look forward to the follow up that accounts for people who choose to receive a flu shot may be more health conscious and more likely to follow COVID 19 prevention guidelines than individuals who do not get vaccinated,0.35,0.63
Arizona,2020-10-27,Blah blah blah you can t have it both ways either this is a serious pandemic or it isn t Can t pick and choose who is allowed to go out and spread it Even if it s the underprivileged,-0.3333333333333333,0.6666666666666666
Arkansas,2020-02-09,Nanoparticle Developed to Target Achilles Heel of Coronavirus Could Be Key for Effective COVID 19 Vaccine Nanoparticle Developed to Target Achilles Heel of Coronavirus Could Be Key for Effective COVID 19 Vaccine,0.2333333333333333,0.7000000000000001
Arkansas,2020-04-03,Among a rapidly increasing number of COVID 19 cases in Northeast Arkansas we have joined 10 fellow medical institutions in issuing a joint statement urging our residents to remain diligent in their efforts to slow the spread of the virus Read it here,-0.15000000000000002,0.19999999999999998
Arkansas,2020-05-06,Trump s Chief of Staff Ranting About Covid Pandemic via they dont care,0.0,0.0
Arkansas,2020-05-07,COVID case rates are so high in Kansas that only 1 county is in the school green zone,-0.013333333333333336,0.6133333333333334
Arkansas,2020-08-03,man84 Were in a pandemic that is having huge economic repercussions maybe that s an actual valid reason for this It sucks but there could be a lot more behind the scenes that hunter is dealing with,0.06666666666666667,0.45
Arkansas,2020-10-10,The mainstream media has blood on there hands with all the suicides that s occurred during the pandemic most these folks don t give a rats ass about the people local media isn t as bad at least they kinda care but the national media is shit I wished to see some tragedy hit these news reporters they love spreading depressing news I ve lost 3 friends to suicide to this pandemic fuck u news reporter,-0.14999999999999997,0.5583333333333332
Arkansas,2020-10-20,Melania Trump focuses on Covid and slams Democrats for politicizing pandemic in campaign speech CNN via,0.0,0.0
California,2020-02-03,I wonder if the media didn t bury this type of information would more people understand that this is not an election It is a modern invasion This is Putin flexing,0.35,0.4
California,2020-02-04,Why not reach out to the person who you let go during this fuck3n pandemic pandemicjourney,0.0,0.0
California,2020-02-06,It shouldn t be like this COVID 19 is Kickin people s ass and taking their lives should do something or at least act like he is While hes doing that he can also pretend and act like her cares It s going to get worse this winter Biden Shouldn t voters judge you on the pandemic Did you blow it Watch Tr via,-0.35,0.5
California,2020-02-07,Right This pandemic has made me realize my allergies are a lot worse than I thought lmao,0.16190476190476188,0.7119047619047619
California,2020-02-12,Researchers from have set up an analytics tool letting professionals working in hospitals to know if a new patient has 5 or 90 risk of getting a disease from COVID19 This is a great example of how data can help our healthcare system,0.4681818181818182,0.6022727272727273
California,2020-02-13,A former NYPD analyst says COVID 19 political unrest and economic depression might play a role in the data EndTheLockdowns Open Up Now with EndTheLockdown Covid19 Coronavirus,0.05,0.2
California,2020-02-14,via Germany will require restaurants amp bars to close their doors to patrons starting Monday amp professional sports teams to play to empty stadiums while theaters gyms and cosmetic studios will be shuttered as the country scrambles to halt a spike Three Western states join California s plan to independently review any COVID 19 vaccine before public distribution Immunity to Covid 19 wanes British study finds CNN study of hundreds of thousands of people across England suggests immunity to the coronavirus is gradually wearing off at least according to one measure via How Trump and Bolsonaro Broke Latin America s Covid 19 Defenses via Germany will require restaurants amp bars to close their doors to patrons starting Monday amp professional sports teams to play to empty stadiums while theaters gyms and cosmetic studios will be shuttered as the country scrambles to halt a spike Immunity to Covid 19 wanes British study finds CNN study of hundreds of thousands of people across England suggests immunity to the coronavirus is gradually wearing off at least according to one measure via How Trump and Bolsonaro Broke Latin America s Covid 19 Defenses Another unfortunate outcome of this pandemic,-0.07857142857142858,0.24226190476190476
California,2020-02-15,Because no one is buying your BS And gee maybe because COVID 19 hospitalization rates are climbing and your doing NOTHING to slow the spread Hey you might want to call the their science office is under the impression that COVID 19 is over despite rising cases and hospitalizations SPEAK UP to protect the health of ALL Americans publichealth COVID19 The FAST a study which provided over 4 800 staff students and faculty with free COVID 19 testing will end Thursday IGI FAST collected saliva samples which coordinators believe could be less effective than swab based COVID 19 diagnostics,0.15555555555555556,0.5444444444444444
California,2020-02-16,230 000 Americans have died just this year from covid 19 Guess they won t need to pay any more taxes That s pretty helpful,0.375,0.75
California,2020-02-17,decker I do sadly But as the alternative is Biden doesn t mean much Stocks on sale as MSM conjures coronavirus second wave fears to discourage republican in person voting Election will be a non event no matter who wins but it ll be Trump unfortunately Why waste a beer They seem to have plenty of money and time to burn in this pandemic or pedejomania organize finance and support our state and local governments in fighting the virus through testing tracing requiring isolation mask wearing and social distancing We need to put an end to mixed messaging and flat out lying about the pandemic through legislation with actual Other countries across the world such as South Korea and New Zealand understand that COVID is not going to Just go away like a miracle and they ve managed to control the pandemic we need to do the same We need a substantial effort by our federal government to,-0.062050189393939394,0.31773200757575754
California,2020-02-18,6 Post Pandemic Marketing Strategies With Long Term Benefits,-0.05,0.4
California,2020-02-19,At this point it s not even a pandemic anymore its just us,0.0,0.0
California,2020-02-20,Humans are deeply social creatures so what happens when we re alone for a long time Isolation pandemic COVID19,-0.008333333333333335,0.23333333333333334
California,2020-02-21,Cybercrime has increased during the time of COVID 19 has more information about cybercrime eccunion They got coronavirus and Herman Cain died a few months ago from his Tulsa rally and then those cave jackal morons came back to get hypothermia and abandoned To anyone other than you America doesn t just belong to you We don t want to go backwards we want to move forward Stopping coronavirus helping the environment before we don t have a planet stop thinking of yourselves telling dictators to go fuck themselves we are America Twitter is probably not the best place for me to vent about this but this pandemic has left me with some NEXT LEVEL touch starvation and I m not digging it,-0.002777777777777768,0.3194444444444444
California,2020-02-22,So if you couldn t negotiate a stimulus deal in 3 months why should you all get a second chance I voted did you COVID19 stimulus VOTE Elections2020,0.0,0.0
California,2020-02-24,So anyway just to clear things up for the CROSS WATCHERS The event is in Las Vegas NEXT year Las Vegas has maintained their COVID 19 regulations safely and have been allowed to reopen hotels casinos and restaurants awhile ago because of it 1 Please know what you re talking about before responding Our event is NEXT year and only pending COVID 19 clearances Despite COVID 19 risks older people report better emotional well being than younger people even during a pandemic that is placing them at greater risk than any other age group More voting is bad news You want to suppress voting because of trumps mishandling of the coronavirus Punish the American people No wonder the Republican Party is dying you ll suppress the vote to win Pathetic What It s a first Congrats on a coronavirus championship And we re not having it in a pandemic regardless of if it s Airbnb or not Again she could have just asked Despite COVID 19 risks older people report better emotional well being than younger people even during a pandemic that is placing them at greater risk than any other age group,0.10555555555555558,0.3958333333333333
California,2020-02-25,Spot on My husband of color was cremated today after a five day battle with coronavirus Americans aren t sick of hearing about the coronavirus we are DYING from inept leadership TrumpIsKillingAmericans VoteTrumpOut WorstPresidentEver,-0.7142857142857143,0.8571428571428571
California,2020-02-26,The El Paso City Council has made the difficult decision to allow strip clubs to remain open mid curfew to curb Covid 19 cases When reached for comment Mayor Dee Margo yelled over loud music Nice to meet you Chandelier What s that No khakis bulge like that on their own Just last week the Kern County Board of Supervisors voted to take money from a community organization that spoke out in support of investing in communities Now they don t come back until Nov 10th and they get paid 100 000 to do this to us I wonder why UK and now France and Germany are imposing new lockdowns due to NEW COVID 19 spikes Is there any political motive in these countries as well Curious to know Funny I use to work for home stagers Now I m homeless R govt literally evicted a disabled diabetic amp his service dog during a pandemic Then to kick me in the balls more our govt then decided to cut my EBT insulin amp depression meds bc they sent paperwork to my old home Im tryna save and maintain during a pandemic and these bxtches wana call it hoarding money but thats how white media works tryna brainwash weak minded ppl,0.0590909090909091,0.49346092503987227
California,2020-02-27,Damn JT with the positive covid 19 test DC It appears Kavanaugh is at least somewhat sympathetic to the plight of voting during a pandemic in allowing the extended deadline to remain This is excellent news On his anthemic new single Bringing Hollywood Back to Life envisions a return to music in a post pandemic world Although the track was released late last year it s never been more relevant Make sure to listen and check out our thoughts on the song by,0.216017316017316,0.5474867724867725
